country,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,best_gdp
Mali,MLI,,,,,,,,275494477.5860977,343771972.9938551,339913867.0927846,359772315.10219795,395218628.92069393,486617280.25554913,563683703.3047045,538747339.9560328,830710615.1799542,939228017.2477903,1049838548.109189,1222702572.8469892,1595422955.6443255,1759691186.3999336,1538972424.3663468,1333754224.999486,1297765325.9027262,1232932104.0727642,1392196047.99695,1852163453.1532562,2090629986.9764266,2169040603.193938,2181821909.278918,2681912148.6984205,2724131458.2621584,2830673378.1300616,2818281085.0864587,2081846497.7464817,2706425157.3939652,2780422049.2120423,2697105823.466098,2920358710.5064645,3440724709.5925837,2961484953.8644366,3468337942.320635,3908121307.019565,4714071979.688353,5454249125.729661,6247515888.145334,6905934217.909009,8156468826.126453,9838403100.505545,10231962390.211864,10689168016.261272,12995112690.2596,12442035339.104927,13242690786.093815,14364937124.072668,13104764378.325953,14026048335.704683,15365713048.199303,17070867589.905489,17280250810.032135,17465392764.370636,19309463508.037678,18780322203.7584,20904898296.250145,20904898296.250145
Malta,MLT,,,,,,,,,,,250721821.55367813,264579879.7848782,295118249.3249325,345602025.37539285,376094108.4753313,474620439.5849604,527936988.79127544,625573345.5321745,793675169.8785785,1001300838.3233533,1250242107.8796918,1243469360.5683837,1234518125.0,1165771369.0062542,1101828568.7680416,1117835285.5051246,1435079200.349574,1751247763.4194832,2019474244.1935902,2118574772.1113575,2547163582.331487,2750041434.262948,3021910216.718266,2709178326.7827063,2998570146.540952,3720400048.638132,3822882324.916627,3793418974.5300856,4010571333.849044,4121350624.192854,4069515556.7869196,4088368961.758361,4470446352.325691,5448415539.812484,6098092511.830045,6416184235.838403,6778324087.138176,7925371458.805269,9090406749.526703,8696366868.922756,9035824366.008041,9638728635.014296,9461776291.799128,10551030596.75582,11625848974.805069,11091483659.615578,11668015565.80819,13484541925.771402,15404393365.207321,16004563885.753899,15249999048.02971,18123718946.600567,18357069272.768166,20956999452.431664,20956999452.431664
Marshall Islands,MHL,,,,,,,,,,,8408486.05141364,9116810.27502219,9973652.28820094,11607365.8067834,15217532.225142399,16691300.765216902,18153647.070050903,20210069.486863103,22209369.8293389,25545346.1297779,26710652.8925137,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,109884681.70166,112070114.13574201,113352058.410645,114838470.458984,122406127.92968799,131959976.196289,131128479.003906,132791854.858398,137815414.428711,142922515.86914098,150104705.810547,146208160.40039098,150886459.350586,160629516.601563,172044509.887695,180302078.24707,185817016.601563,185446395.87402302,183222930.908203,200900711.05957,212935714.72168,219430038.45214802,231996704.101563,240751144.40918,257784881.591797,258774475.097656,284000000.0,284000000.0
Mauritania,MRT,,159213430.2452648,164271557.5620859,168186297.20410672,224495743.78401747,255340475.01808292,266533605.16557553,282615310.21628356,311395937.24193543,295062308.4939481,309405316.0586872,335568907.08802116,391669449.25113916,493237876.2954636,613010552.4787171,703377837.4522233,775045516.8500019,799030017.1452087,804629876.7614405,951900945.208912,1047925105.5885252,1105494681.673345,1108776652.7838864,1165171263.3824146,1074373230.2843754,1009723326.3151066,1186628778.5142858,1344664724.6628344,1414951290.066825,1450647019.1809852,1506914407.8204668,2133692696.7485716,2164298425.4841185,1847353211.3474987,1944876755.0070808,2091726101.430141,2132087009.2894218,2071996564.0529583,2032347664.9499302,1985922775.5335116,1779520886.4701493,1746063557.6135542,1777057481.2604308,2051147606.736874,2362501023.2424912,2936019525.60241,3919577285.927029,4346212355.029747,5206437193.804133,4714595547.751017,5628878797.982574,6764627745.903299,6728208836.221428,7223071096.85652,6592537781.815179,6166863896.686766,6398747592.131846,6800135898.288272,7473550557.073785,7894764885.823116,8260752385.230893,9222536364.012722,9744039514.556463,10452577062.75806,10452577062.75806
Mauritius,MUS,162089563.92380205,191757729.41388333,197738207.75797078,253839557.94553646,218914569.0989437,230024160.5683362,227534083.47925827,238439290.89780983,206576630.61297262,221553612.91858226,224125805.0088326,251437337.9093905,318664899.7305043,404285775.1284814,669894029.5720309,673311287.08663,713510051.5546002,834722972.1949514,1029040323.2899554,1227446632.2103174,1147027924.1166265,1157769443.6056924,1092923635.5440536,1104956573.1060035,1054564759.0394739,1090611324.6556206,1482601552.398748,1906174437.990624,2163252449.1287475,2211312823.204433,2689212760.181847,2895354736.1833158,3267677814.2398405,3307302125.875275,3606050873.0138974,4094741652.3004847,4481489761.54368,4243755307.5523887,4225813976.3635945,4402193195.469448,4726108622.476615,4675755867.176569,4906494249.382551,5894873919.74797,6667418752.073067,6576108447.475309,7028810680.890765,8150150209.22501,9990356673.734972,9128843109.155876,10003670690.349657,11518413429.968351,11668696396.788656,12292974141.40443,13074129952.053152,12007291045.648907,12594155464.413633,13713506130.608124,14735695930.972702,14436346979.63554,11408106446.31438,11484348766.043383,12927979286.045298,14397127281.382942,14735695930.972702
Mexico,MEX,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,88875923765.07196,81912018783.50241,102648570299.11714,134531900898.92567,205577055465.99277,263797827860.4936,184602611609.5174,156167000432.99414,184230754105.39362,195241069482.0767,134556034672.99146,147542558208.8881,181611150496.7874,221403098266.76956,261253675692.83783,313139656145.7446,363157832923.73444,530160763983.50635,553618247900.7395,380157469866.8494,432157945024.4281,523449530464.25696,557461102630.6578,631249359702.389,742061329643.3695,796064590656.1759,810666116505.4778,765549967703.2732,819459227375.0225,917571853529.1045,1020265057882.007,1102355554971.9478,1161553459715.1033,943437415024.6328,1105424238731.0928,1229013703416.7583,1255110424817.7866,1327436290282.6748,1364507717614.1343,1213294467716.8804,1112233497452.6975,1190721475906.0,1256300182879.7263,1305211135822.6147,1120832412468.8489,1313069763986.597,1463323889036.5598,1788886821046.8132,1788886821046.8132
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,19885925.9776471,21783157.5705882,25100928.16,34821467.35529409,46095174.938235305,46119184.1064706,46813192.5841177,47305559.6917647,53656834.28,60270778.3341177,64186644.25352939,76472529.4117647,80055705.882353,84110352.9411765,84676117.6470588,101931941.176471,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,221575300.0,218534700.0,206626300.0,218873100.0,220140500.0,233271800.0,240970900.0,242517200.0,245432900.0,240236000.0,250281900.0,253541900.0,256787199.99999997,263145100.0,280284600.0,296944100.0,311301600.0,327248700.0,317214400.0,319271200.0,316489900.0,325000000.0,359000000.0,392000000.0,394000000.0,372000000.0,390000000.0,430000000.0,460000000.0,460000000.0
Middle East & North Africa,MEA,,,,,,33355527573.382412,35719093594.0682,38474318202.40332,44168901220.23186,49272971404.8343,55493554807.39909,63999373657.49214,78443642840.62238,107825541175.56587,198498005682.44003,216777972177.64117,270073046985.57,313508260089.442,331514988248.8187,434447515594.28546,560256590116.5793,573674761511.3251,572709615901.0919,581874653178.6099,586005805091.197,597081174396.3612,604167750053.7762,560688646894.6907,555522112035.5696,572244999588.4694,745103071421.5897,549381622873.5562,600384966653.6755,610560135336.3665,646604925436.2045,713738122654.6461,794179404667.9052,832657219644.1719,814471742080.9604,885972638010.798,992555771865.1019,987483973174.6139,979351629694.5853,1090479523920.402,1286313655244.4343,1542092360435.5688,1810948296494.2844,2140272377688.6155,2674260694118.6646,2399657699929.6226,2820272200083.8276,3396706596374.7183,3660136638354.7,3601732090293.314,3627618410020.679,3201010427587.39,3234258578074.412,3372000244857.3706,3538057099135.2173,3549945029851.937,3199081953495.5312,3780277127064.962,4497116837259.169,4287684126920.0137,4497116837259.169
Middle East & North Africa (IDA & IBRD countries),TMN,,16704026753.445625,17557120696.780518,19831954715.696064,22069291933.66117,24617799779.61315,26062551137.370216,28365755340.030094,32195841272.67419,36067940559.86558,40240513239.44026,46198167084.35251,55204613518.49619,73351600922.53064,113703556047.5041,129606146584.85696,160583386064.15643,185575300986.77042,197625824431.1469,248161623014.4619,301595206374.4333,289458760549.64166,324177162508.14056,359841677153.7612,374704780586.90137,404949297954.23444,436918472003.4965,377069625965.62396,359497678931.06396,359505608254.445,500008055193.9373,254373550217.13773,277940621828.78156,287670603066.9007,304590448179.39764,336976502406.652,377439700431.51697,396737077681.08453,406659451056.21466,444857187154.88226,470235593839.2626,476450622805.49646,459606900952.3675,505492205617.9615,599985781725.0558,702009563713.1754,822974526165.268,1010437030742.8987,1252791257447.2617,1213166741475.6763,1403549209820.2505,1643533882162.4666,1770684776788.2053,1630478469590.373,1611999713800.0613,1446610375148.2905,1481309318329.8464,1480563802249.524,1405206066869.7126,1416000165481.5989,1308832802715.092,1517193141067.382,1740947356984.7458,1629170225345.5205,1770684776788.2053
Middle East & North Africa (excluding high income),MNA,,16859956000.577162,17721013430.697613,20017082638.059296,22275305018.214695,24847602751.215687,26305840617.03649,28630544838.979855,32496383972.019363,36404628647.12123,40616151582.591156,46629419112.300446,55719939191.23262,74036325634.51567,114764959393.67685,130815997907.46863,162082404645.748,187307614841.1593,199470627871.18823,250478169534.3365,304410546301.89996,292160808820.65656,327203301153.22546,363200737973.84546,378202585948.20166,408729430738.2906,440997031586.9405,380589506756.0965,362853528586.2793,362861531928.54474,504675545300.17865,256748084020.3331,280535150234.9394,290355959192.11444,307433748179.3977,340259302406.65204,380849300431.5171,400496877681.08453,410727251056.2147,449128387154.8823,474549193839.26263,480454322805.49664,463162700952.3677,509460205617.9616,604588881725.0559,707135263713.1755,828322826165.2681,1016252730742.8989,1260101657447.262,1221252441475.6765,1413230709820.2507,1654719982162.4668,1782893176788.2053,1643993969590.373,1625989413800.0613,1460582775148.2905,1496714718329.8464,1496691802249.524,1421482666869.7126,1433133665481.5989,1324364502715.092,1535302141067.382,1760103359907.5435,1646554468701.6702,1782893176788.2053
Middle income,MIC,270718545932.66968,267466073756.1015,271024736960.95596,298767047598.6059,340749024777.36584,375732002588.53925,382481545637.41626,398430848629.2816,420802105645.2916,468893137990.15027,513783083528.12396,547623110810.5995,614334521122.8446,762749412532.935,959290771482.4144,1083426431226.2303,1157806517207.4802,1298191475737.609,1403711737729.7227,1694486071402.47,2046090053815.5464,2316123721215.222,2249264646628.9697,2252789513944.2607,2321998212571.3306,2400309598881.9155,2398887158157.9062,2449690187383.698,2605947790285.915,2693997677976.966,3069619982603.0195,2962306114789.9565,3176786976145.7427,3516032465649.864,3955758244455.773,4532077392613.595,5044736122063.44,5353982644746.822,5326398707103.191,5122654498526.614,5557879880102.092,5572267083031.901,5670206841562.761,6346256902458.924,7444671186560.865,8788211804677.96,10346313007674.254,12703066994715.037,15080296673808.402,15112134343474.09,18410290632937.094,21713900541468.258,23131481309284.895,24546674700274.297,25680744767168.285,24911694910932.1,25202592678135.547,27530340426177.996,29284043921765.36,29978481798259.293,29051739634677.75,34266063721746.76,35907869702102.16,36786942112904.5,36786942112904.5
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571250000.0,3083333333.3333335,2320435308.34341,2371711383.172701,1702292855.6026738,1752979926.41489,1695122173.9130435,1930081168.831169,1698717504.6554935,1170782957.3744323,1288429391.7995076,1480673594.0560203,1661818168.4226036,1980907434.768264,2598249555.89984,2988342907.0309634,3408255450.5509,4401173151.937674,6054824248.242213,5439434271.7880745,6974982369.601547,8414352020.494416,8709138634.82921,9496717875.519316,9402090137.742302,7797667196.730872,7980917075.774796,9514404016.209494,11252353420.879784,11736797054.696486,11530746234.449179,13691869264.079353,14510490660.251604,16539436547.294973,16539436547.294973
Monaco,MCO,,,,,,,,,,,293127333.238065,327706210.435217,402451900.82128793,523554039.2032079,563949254.1140337,711978961.8936744,735324244.6673969,811191392.2242771,1000555218.0320864,1209870147.490988,1378175524.1118622,1205188647.9316258,1143216456.567955,1092560364.5195885,1037329604.3510797,1082867507.3314211,1515234743.4736655,1839081463.276756,2000704744.9153755,2010083833.1726034,2481307077.1098886,2480540845.332419,2737049230.7044163,2574494355.7335696,2720332134.5362263,3130309995.3084774,3137886994.5220656,2840195190.36905,2934593467.685893,2907118641.177555,2654462665.268933,2673723033.7123938,2919647981.8147264,3597089750.782763,4043551488.8260303,4204652898.7310276,4586826512.713562,5875790766.262101,6502942244.9306755,5474379252.341142,5367561569.595484,6088689808.383467,5742749294.008515,6555591709.885848,7069353073.088819,6261649890.82388,6465645584.948767,6431271365.083382,7182444409.540691,7383944044.169999,6739645416.479156,8626081320.506119,8784002931.686646,,8784002931.686646
Mongolia,MNG,,,,,,,,,,,,,,,,,,,,,,2310099100.0,2552401933.3333335,2725736633.3333335,2098734599.9999998,2186505475.0,2896178866.6666665,3020611600.0,3204461566.6666665,3576966800.0,2560785660.0,2379018326.3157897,1317611863.8497653,768401634.1545731,925817092.217484,1452165005.238403,1345719472.358831,1180934202.8380105,1124440204.8473787,1057408588.6826869,1136896123.6129804,1267997934.312504,1396555719.9740865,1595297355.7834878,1992066808.0959773,2523471601.104208,3414055661.6159754,4234999703.900587,5623216608.042884,4583850367.88972,7189481998.900941,10409797377.857065,12292770631.564991,12582122604.257748,12226514668.062176,11619892590.694118,11181350649.357347,11480847740.73598,13178094720.498564,14206359017.514322,13312981429.08905,15286441737.668615,17146471713.748024,19872180369.6275,19872180369.6275
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854261160.7142857,828950327.3532612,984293043.8115647,1159869245.92513,1284685050.524129,1707710053.1493838,2073234417.6806555,2257174480.7859716,2721903148.914816,3680711743.772242,4545674527.610957,4159330369.5470963,4142983843.491195,4544428421.495127,4087526241.812683,4465772400.37453,4593853290.963004,4054730077.577178,4376930578.323949,4856599480.79882,5506942238.356679,5542054181.126162,4769996866.007579,5861427505.124932,6229801580.791574,7404541964.5077915,7404541964.5077915
